Company name Latin alphabet,NACE Rev. 2 main section,NACE_Section,Founded_Year,Company_Age,Status,Number of employees 2024,Number of employees 2023,Number of employees 2022,Number of employees 2021,Number of employees 2020,Number of employees 2019,Emp_Growth,max_employees,Scaler 2024,Scaler 2023,Gazelle 2024,Gazelle 2023,HighGrowthFirm 2024,aagr 2024,Legal_Form,B2B_or_B2C,Industry,Company_Description,Key_Activities,Scaler_2024,Gazelle_2024
HAMMER & PARTNER MBB WIRTSCHAFTSPRUEFER STEUERBERATER RECHTSANWAELTE,"M - Professional, scientific and technical activities",M,1990,34,Active,70,70.0,70.0,70,,,,70.0,0,,0.0,,0,0.0,Other,B2B,Not found,"Hammer & Partner ist eine Beratungsgesellschaft mit ausgewiesener Expertise für das Gesundheitswesen. Wir sind Wirtschaftsprüfer, Steuerberater und Rechtsanwälte.","Wirtschaftsprüfung, Steuerberatung, Rechtsberatung",0,0
CCIC GERMANY GMBH,N - Administrative and support service activities,N,1989,35,Active,19,22.0,12.0,25,12.0,14.0,0.35714285714285715,25.0,0,1.0,0.0,0.0,0,-8.741947292260665,GmbH,B2B,Not found,"CCIC Germany GmbH, the first European subsidiary established by CCIC Group, is an independent third party certification and inspection organization dedicated to providing inspection, authentication, certification and testing services.","The main business includes inspection, authentication, certification and testing. In addition, CCIC Germany also provides other services such as government services, consulting and detailed engineering for electric and cogeneration power plants.",0,0
LANDESARBEITSGEMEINSCHAFT ZUR FOERDERUNG DER JUGENDZAHNPFLEGE IM LANDE BREMEN E.V. (LAJB),S - Other service activities,S,1985,39,Active,30,30.0,30.0,30,,,,30.0,0,,0.0,,0,0.0,e.V.,Not found,Zahnmedizin,Landesarbeitsgemeinschaft zur Förderung der Jugendzahnpflege im Lande Bremen e.V. is an association of Bremen and Bremerhaven dentists and health insurance companies together with the Senator responsible for health and his health offices.,"planning, organization, and implementation of group prophylactic measures for oral health among children and adolescents and conducting visits to educational institutions",0,0
CARL GLUUD GMBH & CO. KG,C - Manufacturing,C,1988,36,Active,37,40.0,40.0,48,54.0,52.0,-0.28846153846153844,54.0,0,0.0,0.0,0.0,0,-8.310382239067648,GmbH & Co. KG,Not found,Timber trade,Carl Gluud GmbH and Co KG is a traditional and at the same time modern timber trade as well as timber processor in the region of Bremen and the Northwest.,"Timber trade, wood packaging, export packaging, pallets, heavy goods boxes, containers, and crates made of wood.",0,0
BECKER PUTZTEXTILIEN GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1988,36,Active,47,40.0,42.0,41,44.0,42.0,0.11904761904761904,47.0,0,0.0,0.0,0.0,0,4.6577355357732,GmbH,B2B,Professional cleaning textiles,"Leading supplier of professional cleaning textiles for industry, trade, printing companies, retail, and craft trades nationwide.","kitchen and cleaning cloths, floorcloths, textile waste collection and recycling services, rag processing services, scrap and waste, trading of rags.",0,0
GRIEPE CONTAINER GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG,"E - Water supply; sewerage, waste management and remediation activities",E,1988,36,Active,30,31.0,33.0,32,29.0,,,33.0,0,0.0,0.0,0.0,0,-2.128308970778414,GmbH,B2B,container trading and logistics,"Griepe Container GmbH is a family-owned company based in Bremen, Germany, active in container trade and logistics for over 40 years.","Container trading and leasing, container repairs, maintenance, and warehousing, serving shipping and leasing companies.",0,0
VEGESACK MARKETING E.V.,S - Other service activities,S,1988,36,Active,11,,,10,,,,11.0,0,,,,0,3.228011545636722,e.V.,Not found,Not found,Vegesack Marketing e.V. is a registered association and sees itself as a service provider for the local area with its diverse interests and needs.,Die Schwerpunkte unserer Arbeit reichen von abwechslungsreichen Aktionen in den Einkaufsstraßen über Werbemaßnahmen in Online- und Printmedien sowie Presse-und Öffentlichkeitsarbeit,0,0
HANSA MEYER GLOBAL TRANSPORT GMBH & CO. KG,H - Transportation and storage,H,1988,36,Active,40,41.0,42.0,47,54.0,,,54.0,0,0.0,0.0,0.0,0,-5.233673848257103,GmbH & Co. KG,B2B,Logistics,"A global logistics service provider with about 230 employees and 20 branches worldwide, founded in 1986 to plan and organize cross-carrier transport solutions.","Freight forwarding, supply chain and storage, complex cross-carrier and special transport solutions.",0,0
HEC HANSEATISCHE SOFTWARE-ENTWICKLUNGS- UND CONSULTING- GESELLSCHAFT MBH,"M - Professional, scientific and technical activities",M,1988,36,Active,179,179.0,173.0,170,169.0,,,2017.0,0,0.0,0.0,0.0,0,1.734448829449353,Other,Not found,,"We develop individual software that drives your business forward, making ideas digital, systems secure, and processes modern.","Individual software development, IT consulting, software testing & quality assurance, Microsoft ecosystem services, automation, and cloud technologies.",0,0
TEGRO RUNGE GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1988,36,Status unknown,82,80.0,80.0,80,80.0,,,82.0,0,0.0,0.0,0.0,0,0.8264837609052167,,,,,,0,0
"LLOPIS, MOESTA, EGGERT, SCHLICHTING & CLAUSEN PARTNERSCHAFT FACHAERZTE FUER ALLGEMEINMEDIZIN, FACHARZT FUER SPORTMEDIZIN, FACHARZT FUER ERNAEHRUNGSMEDIZIN",Q - Human health and social work activities,Q,1990,34,Active,14,14.0,14.0,14,,,,14.0,0,,0.0,,0,0.0,Other,B2C,Fachärzteschaft (Fachärzte),"The company is a partnership of specialists offering medical services, registered in the Partnerschaftsregister at Amtsgericht Bremen PR 111.","Medical services provided by specialist physicians (General Medicine, Sports Medicine, Nutritional Medicine).",0,0
BREMER WESER-STADION GMBH,"R - Arts, entertainment and recreation",R,1990,34,Active,14,10.0,10.0,18,11.0,13.0,0.07692307692307693,18.0,0,0.0,0.0,0.0,0,-8.035860787295979,GmbH,B2B,Operation of sports facilities,Bremer Weser-Stadion GmbH was founded in 1990. The company's line of business includes operating and promoting professional and semiprofessional athletic clubs and events.,operating and promoting professional and semiprofessional athletic clubs and events,0,0
BFI BREMER FACTORING UND INKASSO-KONTOR GMBH,N - Administrative and support service activities,N,1990,34,Active,40,40.0,40.0,40,40.0,,,40.0,0,0.0,0.0,0.0,0,0.0,GmbH,Both,Inkassobüros,BFI Bremer Factoring und Inkasso-Kontor GmbH is a service company based in Bremen that provides factoring services and debt collection.,"Factoring of receivables, debt collection (Inkasso), account management, and customer reception.",0,0
HONSELMANN GMBH & CO. KG,H - Transportation and storage,H,1989,35,In liquidation,28,29.0,27.0,25,25.0,25.0,0.12,29.0,0,0.0,0.0,0.0,0,3.849882037022079,,,,,,0,0
ERWIN-STAUSS-INSTITUT PARITAETISCHE GESELLSCHAFT ZUR QUALIFIZIERUNG SOZIALER DIENSTE IN DER ALTENHILFE - GEMEINNUETZIGE GMBH -,P - Education,P,1989,35,Active,6,5.0,25.0,25,25.0,25.0,-0.76,25.0,0,0.0,0.0,0.0,0,-37.85534988092282,GmbH,B2B,"Fort- und Weiterbildung, Gesundheitswesen","Das Erwin-Stauss-Institut (ESI) ist ein Bildungsinstitut mit Sitz in Bremen, das über 20 Jahre Erfahrung im Bereich der Fort- und Weiterbildung im Gesundheitswesen hat.","Das ESI plant und organisiert Fort- und Weiterbildungen, Fachtagungen sowie berufsqualifizierende und berufsbegleitende Lehrgänge für Leitungs- und Fachkräfte im Gesundheitswesen.",0,0
BREMER PRO AQUA WASSER- UND ABWASSERTECHNIK GMBH,C - Manufacturing,C,1989,35,Active,40,40.0,45.0,42,43.0,,,45.0,0,0.0,0.0,0.0,0,-1.613185319380306,GmbH,B2B,Umwelttechnischer Anlagenbau,"Bremer pro aqua Wasser- und Abwassertechnik GmbH specializes in consulting, planning and implementation of water treatment and wastewater treatment plants.","The Company constructs, plans, and maintains waste, industrial, and municipal water treatment plants. Bremer pro aqua Wasser- und Abwasser serves customers in environmental solutions.",0,0
AUDI ZENTRUM BREMEN SCHMIDT + KOCH GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1989,35,Active,48,48.0,48.0,48,42.0,,,48.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2C,Trade in motor vehicles,"Audi Zentrum Bremen Schmidt + Koch GmbH is a car dealership located in Bremen, Germany, specializing in Audi vehicles.","Trade in motor vehicles, in particular annual cars and all transactions connected with these activities. The company offers a wide range of new and used vehicles from brands such as Audi.",0,0
HANSA DIENSTLEISTUNGS- UND VERTRIEBS GMBH,L - Real estate activities,L,1987,37,Active,17,15.0,17.0,16,16.0,19.0,-0.10526315789473684,23.0,0,0.0,0.0,0.0,0,2.041377547933698,GmbH,Both,"Real estate, property services",HANSA DIENSTLEISTUNGS- UND VERTRIEBS GmbH is a company based in Bremen that offers information and services related to real estate transactions and market listings.,"Real estate listings, property-related services, and the arrangement/issuance of contracts for property transactions.",0,0
MUETTER- UND FAMILIENZENTRUM HUCHTING E.V.,S - Other service activities,S,1987,37,Active,60,63.0,63.0,63,63.0,,,63.0,0,0.0,0.0,0.0,0,-1.613185319380306,e.V.,Not found,Kindertagesbetreuung,"Mütter- und Familienzentrum Huchting e.V. is a non-profit association in Bremen that operates multiple kindergarten and early childhood education facilities, a day nursery, a children's house, a after-school care (Hort), and a Café, providing support to families in the Huchting district.","Kindergarten groups, Krippen (day nurseries), children's house, Hort (after-school care), and Café.",0,0
"GANTEN, HUENECKE, BIENIEK & PARTNER MBB, RECHTSANWAELTE","M - Professional, scientific and technical activities",M,1987,37,Active,37,35.0,35.0,36,,,,37.0,0,,0.0,,0,0.9174824418517469,Other,Not found,Rechtsanwaltskanzlei,"Ganten, Hünecke, Bieniek & Partner mbB is a partnership of attorneys and notaries operating from Bremen and Oldenburg, offering legal advice and notary services.",Legal services and notary services,0,0
ZESI GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1987,37,Active,10,18.0,21.0,24,24.0,20.0,-0.5,24.0,0,0.0,0.0,0.0,0,-25.30992089071392,GmbH,B2B,"access control, time tracking, and building security","ZESI GmbH is a manufacturer and solution provider focused on areas such as electronic access control, time tracking, mechanical security systems, fire detection systems, and video technology.","Time tracking systems, electronic access control systems, mechanical locking systems, fire detection systems, and video technology equipment.",0,0
SCHWESERZAHNDESIGN GMBH,C - Manufacturing,C,1988,36,Active,10,10.0,10.0,10,10.0,16.0,-0.375,16.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,Zahntechnik,"SCHWESERZAHNDESIGN GmbH is a dental laboratory based in Bremen, Germany, with over 30 years of experience. They specialize in creating dental prosthetics such as crowns, bridges, and implants.","The company manufactures dental prosthetics including crowns, bridges, and implants.",0,0
FRIEDRICH ELLMERS SHIPPING AND FORWARDING GMBH,H - Transportation and storage,H,1988,36,Active,37,33.0,32.0,30,33.0,36.0,0.027777777777777776,37.0,0,0.0,0.0,0.0,0,7.240827497169455,GmbH,Not found,Shipping and Forwarding,Friedrich Ellmers Shipping and Forwarding GmbH is an international logistics company headquartered in Bremen.,"transport logistics, forwarding, distribution, cost minimization, consolidation, storage, procurement and handling of transport/protective equipment, climate-protected storage, customized logistics solutions.",0,0
GREENYARD FRESH GERMANY GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1988,36,Active,575,575.0,575.0,575,575.0,,,575.0,0,0.0,0.0,0.0,0,0.0,GmbH,B2B,Retail & Wholesale - Staples,"Greenyard Fresh Germany is a supplier of fresh fruits and vegetables, flowers, and plants through a network of distribution centers.","Supplier of fresh fruits and vegetables, flowers, and plants",0,0
FC KREFELD LIVING GMBH & CO. KG,L - Real estate activities,L,1988,36,In liquidation,1,1.0,14.0,14,14.0,,,14.0,0,0.0,0.0,0.0,0,-58.50867333168783,,,,,,0,0
BUERGER-UND SOZIALZENTRUM HUCHTING E.V.,S - Other service activities,S,1987,37,Active,10,10.0,11.0,11,,,,11.0,0,,0.0,,0,-3.127069384853576,Other,Not found,Sozialer Sektor,"Das Bürger- und Sozialzentrum Huchting e.V. ist ein Ort kultureller und sozial vielfältiger Angebote im und für den Bremer Stadtteil Huchting, in dem eine Vielzahl von Einrichtungen und Leistungen angeboten wird.","Das Angebotsspektrum umfasst Kindertageseinrichtungen, Beschäftigungs- und Qualifizierungsangebote, Wohn- und Beschäftigungsmöglichkeiten sowie zusätzliche soziale und kulturelle Dienste.",0,0
"STOEVER, HERMANN & PARTNER GMBH",L - Real estate activities,L,1987,37,Active,12,12.0,12.0,12,12.0,,,12.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,Insurance and financial services,"Stöver, Hermann & Partner is a neutral, independent insurance and financing advisor in Bremen.",Insurance services and financial advice.,0,0
KOENEKAMP & PARTNER WIRTSCHAFTSPRUEFUNGSGESELLSCHAFT STEUERBERATUNGSGESELLSCHAFT,"M - Professional, scientific and technical activities",M,1988,36,Active,25,25.0,25.0,25,,,,25.0,0,,0.0,,0,0.0,Other,Both,"Wirtschaftsprüfungsgesellschaft, Steuerberatungsgesellschaft",Könekamp & Partner ist eine mittelständische Wirtschaftsprüfungs- und Steuerberatungsgesellschaft in Bremen.,"Wirtschaftsprüfung, Steuerberatung",0,0
SVB-SPEZIALVERSAND FUER YACHT- UND BOOTSZUBEHOER GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1989,35,Active,139,134.0,126.0,112,102.0,102.0,0.3627450980392157,139.0,0,0.0,0.0,0.0,0,7.46464107903948,GmbH,Not found,water sports and sailing equipment,"SVB-Spezialversand für Yacht- und Bootszubehör GmbH is a company that provides water sports and sailing equipment for ships, offering products such as cordage, anchoring equipment, and other marine accessories.","Cordage, anchoring and other water sports and sailing equipment for ships.",0,0
RAMSAY ASSEKURANZMAKLER GMBH,K - Financial and insurance activities,K,1989,35,Active,13,12.0,13.0,16,16.0,18.0,-0.2777777777777778,18.0,0,0.0,0.0,0.0,0,-6.687221079568795,GmbH,B2B,Tätigkeit von Versicherungsmaklerinnen und -maklern,Ramsay Assekuranzmakler GmbH is an insurance brokerage firm based in Bremen that has been helping clients find suitable insurance solutions since 1989.,"Insurance brokerage, finding and advising on suitable insurance coverage for clients",0,0
BAKS BUERO AUTOMATISIERUNGS- UND KOMMUNIKATIONS-SYSTEME GMBH,J - Information and communication,J,1988,36,Active,10,10.0,10.0,10,12.0,12.0,-0.16666666666666666,14.0,0,0.0,0.0,0.0,0,0.0,GmbH,Not found,Automotive industry,BAKS GmbH develops intelligent software solutions and offers comprehensive services for automotive companies.,Intelligent software solutions and comprehensive services,0,0
SATURN PETCARE GMBH,C - Manufacturing,C,1990,34,Active,670,670.0,665.0,665,670.0,,,670.0,0,0.0,0.0,0.0,0,0.2500010403743147,Other,B2B,Pet food,"Saturn Petcare GmbH is a pet food supplier headquartered in Bremen, Germany.",Pet food for the trade,0,0
SPORTWAGEN-CENTER SCHMIDT + KOCH GMBH,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G,1990,34,Active,32,32.0,32.0,32,36.0,,,36.0,0,0.0,0.0,0.0,0,0.0,GmbH,Both,Motor vehicle dealer,"Sportwagen-Center Schmidt + Koch GmbH is a Porsche dealership in Bremen, Germany, serving as official Porsche Center.","Sale of new and used vehicles, service and repair, parts supply; offers Porsche and other vehicle brands.",0,0
